APMC,Commodity,arrivals_in_qtl,min_price,max_price,modal_price,date
Jalna,Bajri,4607,1358,1838,1484,2016-01
Jalna,Wheat(Husked),6788,1563,1762,1672,2015-01
Jalna,Wheat(Husked),1266,1745,1839,1784,2016-01
Jalna,Sorgum(Jawar),9703,1171,2788,1981,2015-01
Jalna,Sorgum(Jawar),7154,1312,2206,1669,2016-01
Jalna,Maize,47345,1124,1269,1233,2015-01
Jalna,Maize,28872,1362,1486,1450,2016-01
Jalna,Gram,814,2413,3083,2829,2015-01
Jalna,Gram,4304,4086,4489,4374,2016-01
Jalna,Matki,2,12000,12000,12000,2016-01
Jalna,Green Gram,578,7352,7701,7524,2015-01
Jalna,Green Gram,29,6543,6750,6750,2016-01
Jalna,Pigeon Pea (Tur),11779,4623,5516,5262,2015-01
Jalna,Black Gram,47,5294,5449,5352,2015-01
Jalna,Black Gram,5,6833,7567,7567,2016-01
Jalna,Safflower,2,2400,2400,2400,2015-01
Jalna,Safflower,4,2475,2475,2475,2016-01
Jalna,Soybean,13225,3123,4538,3309,2015-01
Jalna,Soybean,6024,3286,3649,3558,2016-01
Jalna,Sunflower,5,3000,3000,3000,2015-01
Jalna,Jaggery,13411,2195,2434,2334,2015-01
Jalna,Jaggery,2867,2427,2565,2485,2016-01
Jalna,Banana,90,280,650,445,2015-01
Jalna,Mosambi,6689,721,1434,1032,2015-01
Jalna,Mosambi,7894,911,1710,1294,2016-01
Jalna,Mustard,1,3650,3650,3650,2016-01
Jalna-Badnapur,Cotton,48843,3948,3950,3950,2015-01
Jalna-Badnapur,Cotton,2165,4227,4341,4294,2016-01
Jalna-Badnapur,Bajri,3,1375,1375,1375,2015-01
Jalna-Badnapur,Bajri,2,1411,1411,1411,2016-01
Jalna-Badnapur,Pigeon Pea (Tur),72,8247,8834,8621,2016-01
Mantha,Cotton,1575,3875,3950,3900,2015-01
Mantha,Cotton,27939,4426,4553,4501,2016-01
Mantha,Bajri,39,1530,1584,1539,2016-01
Mantha,Wheat(Husked),97,1388,2038,1675,2016-01
Mantha,Sorgum(Jawar),577,1293,1698,1592,2016-01
Mantha,Gram,92,3981,4203,4113,2016-01
Mantha,Green Gram,33,5900,6230,6060,2016-01
Mantha,Pigeon Pea (Tur),1531,8096,8762,8478,2016-01
Mantha,Black Gram,8,5400,6367,5583,2016-01
Mantha,Soybean,485,3298,3637,3541,2016-01
Mantha,Sesamum,15,5667,6867,6033,2016-01
Partur,Cotton,44867,3889,3964,3936,2015-01
Partur,Cotton,13546,4274,4593,4544,2016-01
Partur,Bajri,115,1236,1392,1302,2015-01
Partur,Bajri,79,1179,1386,1292,2016-01
Partur,Wheat(Husked),163,1462,1660,1530,2015-01
Partur,Wheat(Husked),44,1570,1850,1738,2016-01
Partur,Sorgum(Jawar),201,1128,1784,1212,2015-01
Partur,Sorgum(Jawar),66,1284,1457,1415,2016-01
Partur,Gram,204,4441,4571,4525,2016-01
Partur,Pigeon Pea (Tur),537,5064,5307,5174,2015-01
Partur,Pigeon Pea (Tur),4113,7925,8439,8160,2016-01
Partur,Soybean,57,3266,3346,3328,2015-01
Partur,Soybean,146,3419,3566,3504,2016-01
Ambad(Vadi Godri),Bajri,314,1106,1481,1307,2015-07
Ambad(Vadi Godri),Bajri,715,1595,1915,1728,2016-07
Ambad(Vadi Godri),Wheat(Husked),167,1537,2156,1645,2015-07
Ambad(Vadi Godri),Wheat(Husked),259,1659,2348,1891,2016-07
Ambad(Vadi Godri),Sorgum(Jawar),1172,1199,1607,1414,2015-07
Ambad(Vadi Godri),Sorgum(Jawar),1388,1551,2164,1873,2016-07
Ambad(Vadi Godri),Gram,36,6313,7788,7185,2016-07
Ambad(Vadi Godri),Pigeon Pea (Tur),44,7780,8436,8180,2016-07
Bhokardan,Bajri,19,1428,1453,1435,2016-07
Bhokardan,Wheat(Husked),1228,1408,1460,1437,2015-07
Bhokardan,Wheat(Husked),174,1528,1602,1561,2016-07
Bhokardan,Sorgum(Jawar),161,1158,1209,1180,2015-07
Bhokardan,Sorgum(Jawar),96,1552,1585,1569,2016-07
Bhokardan,Maize,537,1253,1291,1270,2015-07
Bhokardan,Maize,225,1589,1615,1601,2016-07
Bhokardan,Soybean,90,3044,3383,3311,2015-07
Bhokardan,Soybean,176,3497,3573,3533,2016-07
Bhokardan-Pimpalgaon Renu,Wheat(Husked),270,1414,1475,1438,2015-07
Bhokardan-Pimpalgaon Renu,Wheat(Husked),21,1500,1600,1550,2016-07
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),31,1133,1188,1158,2015-07
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),25,1550,1585,1568,2016-07
Bhokardan-Pimpalgaon Renu,Maize,80,1253,1290,1266,2015-07
Bhokardan-Pimpalgaon Renu,Maize,54,1567,1600,1582,2016-07
Bhokardan-Pimpalgaon Renu,Soybean,11,3250,3350,3300,2015-07
Bhokardan-Pimpalgaon Renu,Soybean,21,3700,3825,3763,2016-07
Ghansawangi,Bajri,29,1600,1867,1733,2016-07
Ghansawangi,Sorgum(Jawar),70,1713,2000,1850,2016-07
Ghansawangi,Pigeon Pea (Tur),5,8000,9000,8800,2016-07
Ghansawangi,Neem-Seed,8547,463,613,513,2015-07
Ghansawangi,Soybean,9,3200,3325,3275,2016-07
Jafrabad,Wheat(Husked),415,1283,1442,1367,2015-07
Jafrabad,Wheat(Husked),48,1500,1700,1600,2016-07
Jafrabad,Sorgum(Jawar),315,1014,1157,1079,2015-07
Jafrabad,Sorgum(Jawar),68,1070,1230,1150,2016-07
Jafrabad,Maize,154,1139,1317,1233,2015-07
Jafrabad,Maize,112,1357,1500,1432,2016-07
Jafrabad,Green Gram,34,1400,1600,1500,2016-07
Jafrabad,Soybean,8,2800,3100,3000,2015-07
Jafrabad,Soybean,41,3600,3750,3675,2016-07
Jalna,Bajri,2720,1184,1490,1350,2015-07
Jalna,Bajri,2292,1670,2018,1822,2016-07
Jalna,Wheat(Husked),2684,1592,1721,1662,2015-07
Jalna,Wheat(Husked),815,1874,2024,1942,2016-07
Jalna,Sorgum(Jawar),7252,1179,2062,1655,2015-07
Jalna,Sorgum(Jawar),6652,1513,2580,1951,2016-07
Jalna,Maize,750,1263,1366,1326,2015-07
Jalna,Maize,188,1700,1738,1731,2016-07
Jalna,Gram,1202,3677,4372,4115,2015-07
Jalna,Gram,455,6473,8036,7508,2016-07
Jalna,Green Gram,7,6450,6500,6450,2015-07
Jalna,Green Gram,17,4663,4738,4738,2016-07
Jalna,Pigeon Pea (Tur),586,5040,6516,6026,2015-07
Jalna,Pigeon Pea (Tur),795,7750,8660,8324,2016-07
Jalna,Safflower,4,2500,2500,2500,2016-07
Jalna,Neem-Seed,18652,509,784,664,2015-07
Jalna,Neem-Seed,96,722,1172,898,2016-07
Jalna,Soybean,1744,3179,3384,3359,2015-07
Jalna,Soybean,834,3282,3543,3510,2016-07
Jalna,Jaggery,1686,2286,2388,2327,2015-07
Jalna,Banana,20,500,1000,700,2015-07
Jalna,Mosambi,223,1320,1733,1500,2015-07
Jalna,Mustard,7,3450,3511,3511,2015-07
Jalna-Badnapur,Bajri,6,1250,1250,1250,2015-07
Mantha,Wheat(Husked),80,1450,2063,1625,2015-07
Mantha,Sorgum(Jawar),128,1130,1461,1420,2015-07
Mantha,Sorgum(Jawar),41,1683,1983,1800,2016-07
Mantha,Gram,16,3850,3938,3863,2015-07
Mantha,Gram,8,6000,6700,6500,2016-07
Mantha,Pigeon Pea (Tur),18,5267,5633,5433,2015-07
Mantha,Pigeon Pea (Tur),31,8200,8675,8550,2016-07
Mantha,Safflower,7,2500,2525,2500,2015-07
Mantha,Soybean,88,3130,3362,3310,2015-07
Mantha,Soybean,47,3383,3642,3567,2016-07
Partur,Bajri,17,1151,1217,1188,2015-07
Partur,Bajri,36,1500,1588,1580,2016-07
Partur,Wheat(Husked),213,1407,1730,1556,2015-07
Partur,Wheat(Husked),88,1878,2178,2001,2016-07
Partur,Sorgum(Jawar),172,1127,1356,1231,2015-07
Partur,Sorgum(Jawar),270,1756,1863,1819,2016-07
Partur,Gram,21,3317,3627,3609,2015-07
Partur,Gram,27,6615,7552,7184,2016-07
Partur,Pigeon Pea (Tur),29,5840,6101,5946,2015-07
Partur,Pigeon Pea (Tur),64,7622,8073,7878,2016-07
Partur,Neem-Seed,765,448,554,501,2015-07
Partur,Soybean,41,3294,3411,3381,2015-07
Partur,Soybean,75,3226,3481,3380,2016-07
Ambad(Vadi Godri),Bajri,910,1027,1411,1235,2015-06
Ambad(Vadi Godri),Bajri,1066,1511,1789,1634,2016-06
Ambad(Vadi Godri),Wheat(Husked),364,1519,2964,1688,2015-06
Ambad(Vadi Godri),Wheat(Husked),530,1634,2455,1900,2016-06
Ambad(Vadi Godri),Sorgum(Jawar),2826,1172,1715,1427,2015-06
Ambad(Vadi Godri),Sorgum(Jawar),5014,1485,2108,1810,2016-06
Ambad(Vadi Godri),Maize,3,1850,2351,1900,2016-06
Ambad(Vadi Godri),Gram,68,3833,4237,4098,2015-06
Ambad(Vadi Godri),Gram,150,5708,6445,6254,2016-06
Ambad(Vadi Godri),Pigeon Pea (Tur),128,5527,6631,6004,2015-06
Ambad(Vadi Godri),Pigeon Pea (Tur),275,7924,9219,8399,2016-06
Bhokardan,Bajri,28,1433,1490,1475,2016-06
Bhokardan,Wheat(Husked),2167,1400,1441,1424,2015-06
Bhokardan,Wheat(Husked),264,1494,1594,1551,2016-06
Bhokardan,Sorgum(Jawar),288,1094,1138,1118,2015-06
Bhokardan,Sorgum(Jawar),83,1489,1517,1505,2016-06
Bhokardan,Maize,1088,1136,1165,1151,2015-06
Bhokardan,Maize,1829,1328,1511,1493,2016-06
Bhokardan,Gram,13,3750,3850,3800,2015-06
Bhokardan,Soybean,164,3377,3495,3441,2015-06
Bhokardan,Soybean,140,3729,3836,3787,2016-06
Bhokardan-Pimpalgaon Renu,Wheat(Husked),413,1407,1463,1438,2015-06
Bhokardan-Pimpalgaon Renu,Wheat(Husked),92,1500,1580,1541,2016-06
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),39,1125,1170,1151,2015-06
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),44,1500,1524,1513,2016-06
Bhokardan-Pimpalgaon Renu,Maize,182,1154,1188,1169,2015-06
Bhokardan-Pimpalgaon Renu,Maize,52,1538,1569,1558,2016-06
Bhokardan-Pimpalgaon Renu,Soybean,37,3375,3475,3425,2015-06
Bhokardan-Pimpalgaon Renu,Soybean,29,3700,3800,3750,2016-06
Ghansawangi,Bajri,39,1583,1800,1667,2016-06
Ghansawangi,Wheat(Husked),75,1800,2200,2000,2015-06
Ghansawangi,Sorgum(Jawar),216,1350,1550,1450,2015-06
Ghansawangi,Sorgum(Jawar),56,1650,1860,1740,2016-06
Ghansawangi,Gram,105,3950,4400,4250,2015-06
Ghansawangi,Pigeon Pea (Tur),62,8000,8440,8260,2016-06
Ghansawangi,Neem-Seed,193,600,750,675,2016-06
Ghansawangi,Soybean,66,4300,4700,4550,2015-06
Ghansawangi,Soybean,25,3500,3850,3675,2016-06
Jafrabad,Wheat(Husked),383,1194,1325,1269,2015-06
Jafrabad,Sorgum(Jawar),300,1010,1130,1080,2015-06
Jafrabad,Sorgum(Jawar),20,1000,1300,1150,2016-06
Jafrabad,Maize,908,1050,1206,1139,2015-06
Jafrabad,Maize,428,1305,1495,1407,2016-06
Jafrabad,Castor Seed,15,2875,3025,2988,2015-06
Jafrabad,Soybean,47,3500,3650,3575,2015-06
Jalna,Tag,14,2100,2100,2100,2015-06
Jalna,Tag,11,4000,4000,4000,2016-06
Jalna,Bajri,4706,1084,1322,1228,2015-06
Jalna,Bajri,3242,1567,1875,1707,2016-06
Jalna,Wheat(Husked),4748,1572,1747,1668,2015-06
Jalna,Wheat(Husked),1713,1922,2066,1981,2016-06
Jalna,Sorgum(Jawar),16500,1404,2576,1830,2016-06
Jalna,Maize,4771,1098,1269,1203,2015-06
Jalna,Maize,1195,1586,1661,1619,2016-06
Jalna,Gram,2047,3593,4297,4100,2015-06
Jalna,Gram,1333,6160,6829,6597,2016-06
Jalna,Matki,1,10051,10051,10051,2016-06
Jalna,Green Gram,35,6263,6584,6270,2015-06
Jalna,Green Gram,88,5410,5530,5510,2016-06
Jalna,Rajgira,16,4750,5000,4750,2015-06
Jalna,Pigeon Pea (Tur),1193,5119,6494,5981,2015-06
Jalna,Pigeon Pea (Tur),3779,7832,8915,8547,2016-06
Jalna,Black Gram,24,6713,6956,6811,2015-06
Jalna,Black Gram,5,11802,11802,11802,2016-06
Jalna,Castor Seed,6,3240,3240,3240,2015-06
Jalna,Castor Seed,2,2750,2750,2750,2016-06
Jalna,Safflower,16,2363,2363,2363,2015-06
Jalna,Safflower,25,2506,2531,2506,2016-06
Jalna,Neem-Seed,2716,667,1065,873,2016-06
Jalna,Soybean,6037,3268,3608,3536,2015-06
Jalna,Soybean,2625,3396,3786,3700,2016-06
Jalna,Sunflower,5,2550,2550,2550,2015-06
Jalna,Sesamum,2,8000,8000,8000,2015-06
Jalna,Sesamum,10,5875,5875,5875,2016-06
Jalna,Jaggery,3053,2406,2499,2481,2015-06
Jalna,Jaggery,228,3371,3504,3436,2016-06
Jalna,Mustard,9,3405,3505,3465,2015-06
Jalna,Mustard,4,4200,4200,4200,2016-06
Jalna-Badnapur,Bajri,20,1253,1261,1261,2015-06
Jalna-Badnapur,Bajri,20,1597,1619,1604,2016-06
Jalna-Badnapur,Wheat(Husked),17,1817,1817,1817,2016-06
Jalna-Badnapur,Sorgum(Jawar),30,1154,1254,1209,2015-06
Jalna-Badnapur,Sorgum(Jawar),43,1701,1784,1742,2016-06
Jalna-Badnapur,Gram,2,6600,6600,6600,2016-06
Jalna-Badnapur,Pigeon Pea (Tur),4,7700,8000,7700,2016-06
Mantha,Bajri,4,1200,1250,1200,2015-06
Mantha,Bajri,2,1500,1500,1500,2016-06
Mantha,Wheat(Husked),145,1433,1982,1629,2015-06
Mantha,Wheat(Husked),43,1667,2100,1933,2016-06
Mantha,Sorgum(Jawar),210,1143,1619,1526,2015-06
Mantha,Sorgum(Jawar),176,1525,1844,1725,2016-06
Mantha,Gram,28,3860,3940,3900,2015-06
Mantha,Gram,17,5350,5750,5400,2016-06
Mantha,Green Gram,7,5642,6054,5775,2015-06
Mantha,Green Gram,5,5000,5400,5000,2016-06
Mantha,Pigeon Pea (Tur),62,5364,5900,5707,2015-06
Mantha,Pigeon Pea (Tur),59,7975,8350,8238,2016-06
Mantha,Safflower,2,2550,2550,2550,2015-06
Mantha,Soybean,120,3229,3467,3388,2015-06
Mantha,Soybean,152,3325,3750,3663,2016-06
Partur,Bajri,80,1091,1164,1125,2015-06
Partur,Bajri,56,1541,1588,1563,2016-06
Partur,Wheat(Husked),654,1447,1908,1655,2015-06
Partur,Wheat(Husked),204,1801,2139,1981,2016-06
Partur,Sorgum(Jawar),567,1232,1554,1404,2015-06
Partur,Sorgum(Jawar),807,1738,1823,1780,2016-06
Partur,Gram,157,3970,4124,4083,2015-06
Partur,Gram,43,5748,5989,5903,2016-06
Partur,Pigeon Pea (Tur),350,5736,6569,6261,2015-06
Partur,Pigeon Pea (Tur),408,8249,8580,8429,2016-06
Partur,Soybean,53,3411,3543,3496,2015-06
Partur,Soybean,158,3587,3720,3660,2016-06
Ambad(Vadi Godri),Bajri,1162,1511,1817,1601,2016-03
Ambad(Vadi Godri),Wheat(Husked),751,1512,2884,1788,2016-03
Ambad(Vadi Godri),Sorgum(Jawar),4099,1316,2196,1604,2016-03
Ambad(Vadi Godri),Gram,970,3959,4393,4150,2016-03
Ambad(Vadi Godri),Pigeon Pea (Tur),1100,7051,8253,7795,2016-03
Ambad(Vadi Godri),Tamarind,377,2395,4363,2647,2016-03
Bhokardan,Cotton,2563,4147,4322,4222,2016-03
Bhokardan,Bajri,47,1216,1276,1240,2016-03
Bhokardan,Wheat(Husked),4046,1400,1420,1409,2015-03
Bhokardan,Wheat(Husked),491,1519,1600,1559,2016-03
Bhokardan,Sorgum(Jawar),160,1088,1123,1106,2015-03
Bhokardan,Sorgum(Jawar),203,1225,1304,1263,2016-03
Bhokardan,Maize,5323,1138,1156,1147,2015-03
Bhokardan,Maize,3595,1340,1374,1356,2016-03
Bhokardan,Gram,742,3056,3111,3086,2015-03
Bhokardan,Gram,4154,3509,4113,4063,2016-03
Bhokardan,Pigeon Pea (Tur),88,4840,4950,4890,2015-03
Bhokardan,Pigeon Pea (Tur),24,6750,6917,6833,2016-03
Bhokardan,Soybean,367,3100,3153,3126,2015-03
Bhokardan,Soybean,156,3575,3675,3625,2016-03
Bhokardan-Pimpalgaon Renu,Wheat(Husked),1706,1400,1418,1410,2015-03
Bhokardan-Pimpalgaon Renu,Wheat(Husked),254,1520,1600,1560,2016-03
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),35,1088,1128,1109,2015-03
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),1260,1002,1311,1272,2016-03
Bhokardan-Pimpalgaon Renu,Maize,362,1140,1158,1150,2015-03
Bhokardan-Pimpalgaon Renu,Maize,461,1318,1355,1335,2016-03
Bhokardan-Pimpalgaon Renu,Gram,578,3050,3094,3074,2015-03
Bhokardan-Pimpalgaon Renu,Gram,150,4060,4160,4110,2016-03
Bhokardan-Pimpalgaon Renu,Pigeon Pea (Tur),19,4850,5000,4900,2015-03
Bhokardan-Pimpalgaon Renu,Pigeon Pea (Tur),20,6450,6750,6575,2016-03
Bhokardan-Pimpalgaon Renu,Castor Seed,2,2500,2600,2550,2016-03
Bhokardan-Pimpalgaon Renu,Soybean,326,3050,3088,3070,2015-03
Bhokardan-Pimpalgaon Renu,Soybean,95,3550,3650,3600,2016-03
Ghansawangi,Cotton,468,3700,3500,3600,2015-03
Ghansawangi,Sorgum(Jawar),79,1600,1850,1700,2016-03
Ghansawangi,Gram,2421,3050,3300,3188,2015-03
Ghansawangi,Gram,340,4086,4279,4157,2016-03
Ghansawangi,Pigeon Pea (Tur),2382,4900,5275,5100,2015-03
Ghansawangi,Pigeon Pea (Tur),109,7575,7975,7738,2016-03
Ghansawangi,Soybean,327,3100,3300,3200,2015-03
Ghansawangi,Soybean,20,3400,3600,3400,2016-03
Ghansawangi,Tamarind,660,767,967,875,2015-03
Ghansawangi,Tamarind,84,1900,2200,2000,2016-03
Jafrabad,Cotton,1606,3725,3908,3817,2015-03
Jafrabad,Wheat(Husked),1359,1207,1407,1307,2015-03
Jafrabad,Wheat(Husked),85,1333,1533,1442,2016-03
Jafrabad,Sorgum(Jawar),65,950,1150,1050,2015-03
Jafrabad,Maize,4330,1044,1225,1139,2015-03
Jafrabad,Maize,405,1310,1500,1400,2016-03
Jafrabad,Gram,180,3100,3300,3200,2015-03
Jafrabad,Gram,145,3875,4075,4013,2016-03
Jafrabad,Pigeon Pea (Tur),100,4400,4600,4500,2015-03
Jafrabad,Soybean,683,3029,3232,3143,2015-03
Jafrabad,Soybean,35,3600,3825,3763,2016-03
Jalna,Bajri,2802,1056,1427,1277,2015-03
Jalna,Bajri,2497,1515,1815,1604,2016-03
Jalna,Wheat(Husked),13092,1522,1827,1659,2015-03
Jalna,Wheat(Husked),4154,1887,2098,1986,2016-03
Jalna,Maize,9710,1138,1274,1231,2015-03
Jalna,Maize,44144,1185,1430,1349,2016-03
Jalna,Gram,15917,3065,3756,3564,2015-03
Jalna,Gram,13290,4607,5379,5019,2016-03
Jalna,Green Gram,24,6600,6800,6780,2015-03
Jalna,Green Gram,12,5829,5829,5829,2016-03
Jalna,Pigeon Pea (Tur),10750,4369,5647,5219,2015-03
Jalna,Pigeon Pea (Tur),11604,6848,8222,7745,2016-03
Jalna,Black Gram,2,5000,5000,5000,2015-03
Jalna,Safflower,5,2475,2475,2475,2015-03
Jalna,Safflower,81,2449,2449,2449,2016-03
Jalna,Soybean,5245,3035,3266,3243,2015-03
Jalna,Soybean,6953,3197,3679,3617,2016-03
Jalna,Jaggery,7062,2075,2210,2148,2015-03
Jalna,Jaggery,1118,2681,2855,2747,2016-03
Jalna,Mosambi,17964,829,1682,1121,2015-03
Jalna,Mosambi,3481,1677,2457,1983,2016-03
Jalna,Mustard,94,3276,3302,3296,2015-03
Jalna,Mustard,1,3500,3500,3500,2016-03
Jalna-Badnapur,Bajri,34,1479,1507,1482,2016-03
Jalna-Badnapur,Sorgum(Jawar),74,1548,1653,1581,2016-03
Jalna-Badnapur,Maize,10,1150,1325,1300,2016-03
Jalna-Badnapur,Pigeon Pea (Tur),24,7100,7500,7300,2016-03
Mantha,Cotton,15286,4437,4576,4508,2016-03
Mantha,Bajri,4,1600,1600,1600,2016-03
Mantha,Wheat(Husked),175,1720,2360,1890,2016-03
Mantha,Sorgum(Jawar),294,1560,1880,1700,2016-03
Mantha,Gram,122,4070,4190,4150,2016-03
Mantha,Green Gram,5,4901,4901,4901,2016-03
Mantha,Pigeon Pea (Tur),116,7330,7590,7460,2016-03
Mantha,Safflower,11,2400,2600,2550,2016-03
Mantha,Soybean,101,3480,3630,3570,2016-03
Mantha,Sesamum,1,5100,5100,5100,2016-03
Mantha,Mustard,2,3400,3400,3400,2016-03
Partur,Bajri,20,1090,1250,1161,2015-03
Partur,Bajri,10,1561,1600,1600,2016-03
Partur,Wheat(Husked),521,1319,1636,1454,2015-03
Partur,Wheat(Husked),392,1738,2020,1891,2016-03
Partur,Sorgum(Jawar),554,1168,1544,1342,2015-03
Partur,Sorgum(Jawar),1578,1611,1716,1646,2016-03
Partur,Gram,413,3166,3342,3280,2015-03
Partur,Gram,576,4094,4230,4178,2016-03
Partur,Pigeon Pea (Tur),2651,4720,5357,5000,2015-03
Partur,Pigeon Pea (Tur),862,7365,7953,7626,2016-03
Partur,Soybean,106,3107,3196,3147,2015-03
Partur,Soybean,62,3328,3681,3576,2016-03
Ambad(Vadi Godri),Bajri,1434,1645,1910,1760,2016-05
Ambad(Vadi Godri),Wheat(Husked),658,1532,2902,1889,2016-05
Ambad(Vadi Godri),Sorgum(Jawar),3489,1405,2245,1769,2016-05
Ambad(Vadi Godri),Gram,386,5232,5702,5459,2016-05
Ambad(Vadi Godri),Pigeon Pea (Tur),395,8071,8883,8485,2016-05
Bhokardan,Bajri,60,1388,1431,1409,2016-05
Bhokardan,Wheat(Husked),2335,1400,1424,1411,2015-05
Bhokardan,Wheat(Husked),322,1493,1564,1529,2016-05
Bhokardan,Sorgum(Jawar),434,1140,1170,1157,2015-05
Bhokardan,Sorgum(Jawar),117,1488,1538,1513,2016-05
Bhokardan,Maize,5200,1164,1182,1172,2015-05
Bhokardan,Maize,2842,1353,1449,1425,2016-05
Bhokardan,Gram,88,3606,3706,3656,2015-05
Bhokardan,Gram,17,4938,5600,5213,2016-05
Bhokardan,Soybean,429,3583,3675,3629,2015-05
Bhokardan,Soybean,298,3800,3889,3844,2016-05
Bhokardan-Pimpalgaon Renu,Bajri,3,1500,1550,1525,2016-05
Bhokardan-Pimpalgaon Renu,Wheat(Husked),898,1400,1419,1408,2015-05
Bhokardan-Pimpalgaon Renu,Wheat(Husked),93,1500,1563,1531,2016-05
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),55,1150,1200,1178,2015-05
Bhokardan-Pimpalgaon Renu,Sorgum(Jawar),55,1480,1530,1505,2016-05
Bhokardan-Pimpalgaon Renu,Maize,417,1178,1193,1186,2015-05
Bhokardan-Pimpalgaon Renu,Maize,139,1400,1440,1420,2016-05
Bhokardan-Pimpalgaon Renu,Gram,67,3675,3763,3718,2015-05
Bhokardan-Pimpalgaon Renu,Gram,22,4667,4733,4700,2016-05
Bhokardan-Pimpalgaon Renu,Castor Seed,15,2867,2967,2917,2016-05
Bhokardan-Pimpalgaon Renu,Soybean,71,3550,3650,3600,2015-05
Bhokardan-Pimpalgaon Renu,Soybean,50,3775,3850,3813,2016-05
Ghansawangi,Bajri,24,1500,1700,1600,2016-05
Ghansawangi,Wheat(Husked),324,1583,2083,1883,2015-05
Ghansawangi,Sorgum(Jawar),125,1610,1810,1700,2016-05
Ghansawangi,Gram,327,3983,4433,4233,2015-05
Ghansawangi,Pigeon Pea (Tur),72,7883,8467,8217,2016-05
Ghansawangi,Soybean,31,3300,3850,3550,2016-05
Ghansawangi,Tamarind,192,950,1250,1150,2015-05
Jafrabad,Wheat(Husked),946,1198,1384,1294,2015-05
Jafrabad,Sorgum(Jawar),1488,990,1130,1060,2015-05
Jafrabad,Maize,2695,1088,1281,1190,2015-05
Jafrabad,Maize,682,1281,1471,1370,2016-05
Jafrabad,Gram,350,3563,3763,3663,2015-05
Jafrabad,Gram,22,4750,5000,4925,2016-05
Jafrabad,Castor Seed,9,2950,3050,3000,2015-05
Jafrabad,Soybean,111,3467,3667,3567,2015-05
Jafrabad,Soybean,163,3083,3317,3230,2016-05
Jalna,Bajri,3591,1057,1331,1213,2015-05
Jalna,Bajri,4736,1625,1869,1735,2016-05
Jalna,Wheat(Husked),7594,1574,1788,1678,2015-05
Jalna,Wheat(Husked),1856,2003,2152,2079,2016-05
Jalna,Maize,22285,1020,1259,1191,2015-05
Jalna,Maize,15010,1305,1507,1410,2016-05
Jalna,Gram,5485,4023,4809,4560,2015-05
Jalna,Gram,3285,5724,6333,6020,2016-05
Jalna,Green Gram,34,5650,6331,6259,2015-05
Jalna,Green Gram,98,5849,6105,6024,2016-05
Jalna,Rajgira,5,5000,5000,5000,2015-05
Jalna,Rajgira,4,4100,4100,4100,2016-05
Jalna,Pigeon Pea (Tur),2708,5052,6636,6027,2015-05
Jalna,Pigeon Pea (Tur),4279,7593,8927,8448,2016-05
Jalna,Black Gram,25,7127,7127,7127,2015-05
Jalna,Black Gram,12,8800,11000,8800,2016-05
Jalna,Castor Seed,10,2925,2925,2925,2015-05
Jalna,Castor Seed,18,2925,2925,2925,2016-05
Jalna,Safflower,118,2368,2393,2368,2015-05
Jalna,Safflower,18,2565,2565,2565,2016-05
Jalna,Soybean,3092,3517,3851,3788,2015-05
Jalna,Soybean,1721,3578,3816,3777,2016-05
Jalna,Sunflower,8,3100,3100,3100,2016-05
Jalna,Jaggery,1402,2433,2556,2486,2015-05
Jalna,Jaggery,710,3036,3269,3187,2016-05
Jalna,Mosambi,140,1700,2550,1975,2015-05
Jalna,Mustard,30,3538,3700,3700,2015-05
Jalna,Mustard,6,4225,4225,4225,2016-05
Jalna-Badnapur,Bajri,12,1675,1725,1688,2016-05
Jalna-Badnapur,Sorgum(Jawar),15,1625,1725,1715,2016-05
Jalna-Badnapur,Maize,2,1211,1211,1211,2016-05
Jalna-Badnapur,Pigeon Pea (Tur),8,8500,8500,8500,2016-05
Mantha,Bajri,3,1200,1200,1200,2015-05
Mantha,Wheat(Husked),212,1408,2208,1633,2015-05
Mantha,Wheat(Husked),65,1767,2150,1933,2016-05
Mantha,Sorgum(Jawar),192,1150,1583,1458,2015-05
Mantha,Sorgum(Jawar),170,1650,1850,1713,2016-05
Mantha,Gram,39,4060,4283,4102,2015-05
Mantha,Gram,38,4450,5351,4525,2016-05
Mantha,Green Gram,1,5211,5211,5211,2016-05
Mantha,Pigeon Pea (Tur),51,5492,6125,5933,2015-05
Mantha,Pigeon Pea (Tur),58,8000,8325,8125,2016-05
Mantha,Soybean,58,3550,3813,3688,2015-05
Mantha,Soybean,88,3550,3875,3738,2016-05
Partur,Bajri,100,1148,1273,1194,2015-05
Partur,Bajri,81,1590,1702,1655,2016-05
Partur,Wheat(Husked),840,1554,1972,1721,2015-05
Partur,Wheat(Husked),429,1801,2130,1970,2016-05
Partur,Sorgum(Jawar),842,1329,1703,1475,2015-05
Partur,Sorgum(Jawar),1036,1714,1802,1751,2016-05
Partur,Gram,283,4199,4372,4313,2015-05
Partur,Gram,150,5234,5434,5370,2016-05
